customer_id,natural_key,first_name,last_name,email,phone,address_line1,address_line2,city,state_region,postcode,country_code,latitude,longitude,birth_date,join_ts,is_vip,gdpr_consent
132,CUST-Z--Z-AA-,Jeffrey,Lucero,mallen@example.net,(03)26319220,Suite 958 33 Candace Basin,,Priscillafort,VIC,2926,AU,-38.129953,125.916985,2001-01-28,2024-11-12T06:16:53,False,True
133,CUST-9-AZ-Z-A,Wyatt,Weeks,pamela32@example.com,+61-483-876-661,Suite 389 6 Michael Outlook,,Garrettberg,NSW,6301,AU,-39.817609,117.514692,1994-06-04,2024-08-04T06:45:47,False,True
134,CUST----90--Z,Carol,Cooper,hoffmanlaura@example.net,0743159901,412 Carter Rise,,Sherryside,QLD,0955,AU,-42.048715,127.357767,2010-05-19,2024-09-15T23:46:39,False,True
135,CUST-AA-9-000,Beth,Moore,tleonard@example.org,94902840,3/306 Carter Circlet,,Guerreroshire,QLD,2699,AU,-39.426786,141.700730,2004-06-08,2024-10-08T18:35:52,True,True
136,CUST-A9--Z0--,Michael,Sanchez,travischaney@example.com,(02)84318697,418 Phillips Basin,,New David,WA,5931,AU,-35.378004,115.479320,1970-07-13,2025-02-01T08:37:36,False,True
137,CUST--9-90Z-9,Antonio,Rose,hcraig@example.net,0483-447-914,07/346 Jacob Copse,,Lake Scott,QLD,2659,AU,-38.031423,118.735095,1986-04-03,2024-05-28T20:51:09,False,True
138,CUST-90AZ-9A-,David,Gilmore,flynnkurt@example.com,0403.410.494,Unit 96 9 Steven Anchorage,,Port Williamstad,NSW,1893,AU,-38.225745,122.748686,1997-02-28,2024-07-11T16:27:23,True,True
139,CUST-90Z9AZ-0,Tina,Kirby,lauraperez@example.com,03 8943 2309,04 Boyer Ring,,Douglasland,SA,2540,AU,-37.027110,146.004250,2007-12-12,2024-07-22T07:55:51,False,True
140,CUST--ZZZ0Z--,Jenna,Snyder,bad_email,+61-491-076-467,419 Eric Driveway,,West Lacey,WA,2691,AU,-34.705671,118.319341,2000-12-15,2024-01-01T15:34:32,False,True
141,CUST--AZ99Z-Z,Shawn,Ray,alexisortiz@example.com,0890617613,13 Jennifer Ring,,St. Brendashire,SA,5541,AU,-36.447678,129.169238,1968-03-07,2024-12-26T03:27:55,True,True
142,CUST--A9---A0,Shelly,James,brendacrawford@example.net,07 0968 5854,58/6 Brooke Strand,,New Hunterland,SA,1268,AU,-43.106689,144.238273,1969-04-04,2024-06-09T13:22:57,False,True
143,CUST----A9A-9,Heather,Smith,hulleric@example.org,+61233643331,Apt. 346 887 Donaldson Plaza,,Pruitthaven,SA,2634,AU,-43.133120,116.018604,1971-01-18,2024-10-28T13:58:55,False,True
144,CUST--9-Z---A,Henry,Russell,lcarpenter@example.net,0498-681-545,Apt. 688 714 Gonzalez Garden,,Port Marvinshire,TAS,2198,AU,-41.044579,114.182765,1981-06-21,2024-09-10T14:02:58,True,True
145,CUST-Z0-AAZ--,Kimberly,Stewart,vwong@example.com,(02)-1001-0202,460 Raymond Break,,Williamsville,QLD,8748,AU,-43.862066,120.629718,1965-06-04,2024-07-22T18:26:42,False,True
146,CUST-00A9-0-9,Ashley,Mendoza,bernardbrandon@example.com,03-9961-6586,699 Angela Artery,,East Janice,NT,2965,AU,-42.446229,125.070012,2012-08-11,2024-11-20T23:39:35,False,True
147,CUST-9A09-A-0,John,Hawkins,tholland@example.net,(07)-3687-2240,018 Bass Grange,,Mendozaville,NT,5006,AU,-36.920994,140.059984,1974-09-12,2024-09-11T12:37:23,False,True
148,CUST--99Z-9ZZ,Melissa,Bryant,pricetoni@example.org,+61-445-237-561,701 Hardin Frontage,,Zacharyfort,QLD,0910,AU,-34.249494,137.101313,2004-07-05,2024-08-21T18:35:49,False,True
149,CUST--Z--ZA9-,Manuel,Stewart,lsanchez@example.org,+61.459.347.845,Suite 905 60 Middleton Thoroughfare,,Conleyshire,TAS,2081,AU,-39.282354,127.319179,1973-06-18,2024-04-01T01:17:15,False,True
150,CUST-9-90Z90-,Yvonne,Terry,michaelkelly@example.org,+61844727364,2 Jeremiah Place,,North Ruth,NT,2430,AU,-35.956620,151.256555,1995-12-20,2024-02-05T16:56:00,False,True
151,CUST-ZA-ZZA-0,Brittney,Terrell,sharon99@example.com,+61-402-385-930,1 Amber Corso,,Mitchellside,NT,2953,AU,-39.066393,142.904531,1977-07-13,2025-01-10T19:53:58,False,True
152,CUST-0-Z9-9AA,Scott,Evans,kristenwilson@example.net,+61.481.055.091,953 Douglas Walk,,North Rachel,NSW,2189,AU,-41.618324,131.681155,1965-05-16,2024-03-13T10:11:17,True,True
153,CUST-9A9-Z-00,James,Booth,oscarmunoz@example.org,03.1945.2451,Suite 347 74 Morales Trunkway,,East Derrickchester,VIC,2150,AU,-34.357817,121.470869,1983-06-01,2024-06-10T14:18:25,False,True
154,CUST--ZA--Z-0,Michael,Harper,chelseapatel@example.com,+61.7.1336.9835,70 Lucas Boulevard,,Laurabury,NT,0277,AU,-38.640755,150.585389,1978-08-17,2024-08-19T11:13:30,False,True
155,CUST-9A9A-9-Z,William,Lopez,qsmith@example.net,+61-424-167-289,Apt. 488 8 Burnett Point,,New Nicole,ACT,2386,AU,-40.037555,113.958025,1986-10-23,2024-05-13T06:19:49,True,True
156,CUST--A--A009,Lori,Allen,collinsscott@example.com,0416-982-159,843 Christine Parklands,,Bartonmouth,TAS,2464,AU,-40.277603,137.211902,1967-07-16,2024-10-25T21:20:23,False,True
157,CUST-0--ZA9AA,Reginald,Herrera,jamesbrooks@example.com,+61255098464,577 Smith Parade,,Ronnieport,ACT,0212,AU,-40.050013,113.179292,1998-04-11,2024-03-29T12:53:12,False,True
158,CUST-0-Z---A-,Patrick,Woodard,jonestammy@example.net,(08).0062.8539,729 Woods Front,,Jillmouth,WA,0927,AU,-42.627640,119.978312,2007-03-04,2024-05-07T22:57:54,False,True
159,CUST-Z00A09Z-,Timothy,Cordova,bad_email,+61253299278,3 West Gardens,,Perkinsport,ACT,6118,AU,-35.893106,123.237307,2002-04-26,2024-09-28T13:00:49,False,True
160,CUST--9Z9-A--,Beverly,Bennett,sherriclark@example.com,23638824,37 Gentry Reserve,,South Cassandraborough,ACT,2627,AU,-38.074805,144.248409,1992-03-09,2024-10-29T01:01:37,False,True
161,CUST--Z--0---,Alison,Woods,bad_email,+61839126868,Unit 35 261 Derrick Subway,,Torresmouth,NSW,2114,AU,-39.220110,125.269360,1978-01-27,2024-03-07T12:24:23,False,True
162,CUST--AA--AZ9,Christine,Wilcox,amy59@example.org,(03)29539067,059 Jones Lane,,Brianaberg,NSW,3098,AU,-34.241393,141.294081,1999-03-12,2024-11-23T17:44:18,False,True
163,CUST-Z--9-9--,Mark,Ramsey,ivanhowell@example.net,+61.451.419.376,94 Robert Arcade,,West Lisaland,NSW,2602,AU,-34.513018,127.664057,2010-11-29,2024-01-17T06:37:45,False,True
164,CUST---A-09Z-,Caroline,Cox,samuelvega@example.com,03.1916.5804,Flat 36 2 Howard Circuit,,West William,NSW,2693,AU,-37.299754,141.171438,1990-02-13,2024-08-16T00:24:53,False,True
165,CUST-AZ9AZAA0,Tracie,Smith,vwalsh@example.org,8892.7002,76/92 Parsons Meander,,Lake Christinaberg,WA,8285,AU,-40.246524,145.152279,2011-11-10,2024-11-29T08:12:47,False,True
166,CUST-AZAZAZZA,Taylor,Smith,stephen03@example.com,+61-452-099-894,Flat 54 3 Sonya Loop,,Bridgesmouth,QLD,2653,AU,-39.686767,138.145407,2014-06-26,2024-08-10T05:43:11,True,True
167,CUST---9Z-099,Carmen,Berry,qcordova@example.net,0445.935.367,5 Bullock Track,,North Kyleville,VIC,2610,AU,-40.391711,129.104238,1986-06-04,2024-12-04T22:45:31,False,True
168,CUST-A--AA90Z,Samuel,Robinson,bad_email,+61775727695,Suite 091 6 Petersen Viaduct,,West Matthewbury,QLD,7475,AU,-38.558740,119.395249,1994-03-22,2024-07-08T06:47:35,False,True
169,CUST-9--Z-A0Z,Scott,Bentley,sanchezalan@example.com,2024 0094,7 Carrillo Mount,,North Stephen,WA,2986,AU,-35.592028,144.736209,1997-07-22,2024-10-01T17:17:16,False,True
170,CUST----AA9Z0,Crystal,Tucker,susan14@example.com,(07).0320.5910,Apt. 027 51 Pena Intersection,,Welchland,ACT,2046,AU,-39.766251,151.531197,1999-01-22,2024-04-13T22:50:11,True,True
171,CUST--9ZA0A0-,Denise,Vazquez,thernandez@example.net,+61-435-883-107,3 Richard Expressway,,New Trevor,NT,2935,AU,-42.503577,134.663757,2012-04-10,2025-01-23T03:38:53,False,True
172,CUST--ZZAZ009,John,Sherman,jonathanschultz@example.org,08 1932 2763,14 Ashley Laneway,,Brandyborough,NT,3875,AU,-37.817555,139.232515,1996-01-15,2024-01-20T14:24:37,False,True
173,CUST-AZZ-0A9Z,April,Weber,whunter@example.org,44103195,82 Jennifer Spur,,Medinahaven,QLD,2407,AU,-36.562764,142.961236,1988-10-14,2024-05-17T15:10:27,False,True
174,CUST---Z90A00,Stacey,Neal,qmurray@example.com,08 6525 8705,46/246 Joyce Circle,,Fordberg,WA,2984,AU,-35.248194,120.029071,1965-03-03,2024-05-07T01:12:14,False,True
175,CUST-0Z0Z99--,Erin,Phillips,gbell@example.org,0496 302 408,Level 1 60 Melissa Close,,St. Mark,ACT,0840,AU,-35.295192,135.475210,1991-05-18,2024-06-25T05:57:12,False,True
176,CUST-9Z-0AA-A,Colleen,Dixon,elizabethhampton@example.net,0408-366-990,034 Roger Nook,,Bruceshire,WA,2601,AU,-35.353701,150.685534,1960-10-18,2024-08-30T04:49:02,False,True
177,CUST-9A-9Z9-Z,Andrew,Powers,robertperez@example.net,0404-864-232,Level 1 094 Tiffany Mews,,Daybury,QLD,1835,AU,-37.228038,144.972433,1995-08-18,2024-10-26T03:43:30,True,True
178,CUST-Z9Z-9Z--,Robert,Tanner,mooneydiana@example.net,+61842712010,Flat 80 352 Timothy Green,,East Christopher,ACT,2680,AU,-41.388531,140.443751,1986-10-21,2024-04-06T05:27:31,False,True
179,CUST-9--Z099A,Sara,Lynch,melissa76@example.com,(02).0701.2934,87 Natalie Heights,,Emilytown,TAS,2984,AU,-43.646810,140.322758,2011-04-27,2024-04-07T12:29:39,False,True
180,CUST--ZZ99--0,Michael,Rivera,robertacunningham@example.net,0852839831,524 Johnson Avenue,,Conwaytown,SA,2934,AU,-38.409683,148.504991,1990-02-10,2024-12-01T03:15:04,False,True
181,CUST-ZZ0-ZZZ0,Sean,Porter,barneschristopher@example.org,(07) 0300 5605,762/21 Hall Ramp,,Port Gabriela,WA,2996,AU,-35.325022,127.266769,1986-10-07,2024-07-30T01:58:06,False,True
182,CUST-Z-09--Z0,William,Monroe,kylehill@example.net,73058770,Unit 24 399 Kevin Strand,,West Joseborough,TAS,2627,AU,-43.419864,130.082129,1978-10-14,2025-01-24T06:08:19,False,True
183,CUST-90--0A00,Kevin,Schultz,gjohnson@example.net,03.8235.0148,50/78 Tonya Boulevard,,Frenchberg,ACT,0204,AU,-35.079936,142.273910,2007-08-22,2024-04-07T00:39:08,False,True
184,CUST-0ZA9---Z,Cassandra,Martin,heather25@example.org,08-5461-7162,406 Willis Crest,,Raymondfurt,QLD,2754,AU,-38.036301,125.513406,1972-01-02,2024-06-24T17:50:48,False,True
185,CUST----9A-90,Stacy,Rodriguez,teresa61@example.org,0397861711,07/501 Cathy Centreway,,St. Kelli,QLD,2631,AU,-37.596789,142.849987,1964-05-11,2024-10-31T01:44:46,False,True
186,CUST-0A9AA0A0,Amber,Kerr,robert89@example.com,+61-418-312-717,7/924 Joseph Cove,,Evansburgh,SA,2955,AU,-37.383354,138.499319,1984-03-21,2024-11-14T22:03:01,False,True
187,CUST-ZA-9AA-A,Beverly,Smith,turnerkimberly@example.org,8982-1867,943/9 Steven Entrance,,Port Julia,ACT,0874,AU,-39.902438,118.414944,2009-03-05,2024-09-11T07:33:42,False,True
188,CUST--9AAA-A9,Richard,Ferrell,angela76@example.com,(03) 8495 7070,34 Benjamin Edge,,Kellystad,NT,2036,AU,-37.556632,130.270049,1986-07-23,2024-05-15T16:54:13,True,True
189,CUST-9ZZA0A9Z,Nicholas,Thomas,vcollins@example.com,(08) 9151 0665,58 Laura Crescent,,Collinsbury,NSW,4132,AU,-35.054724,150.203566,1984-01-26,2025-01-10T03:23:03,False,True
190,CUST-0Z00A009,Aaron,Hall,kromero@example.org,08-7608-3445,4 Peter Walkway,,Davisville,QLD,3922,AU,-35.556502,116.148524,2012-12-30,2024-09-04T20:42:52,False,True
191,CUST--Z9-9A00,Olivia,Hill,ian01@example.net,(07)49942328,Suite 260 0 Cynthia Court,,Lake Tracy,NT,2906,AU,-43.876398,146.733291,2007-01-31,2025-01-27T20:59:42,False,True
192,CUST-9-9-ZA9-,John,Steele,dyerjonathan@example.net,03 8537 8329,6/7 Martinez Trail,,South Sherry,VIC,2940,AU,-35.735622,147.682475,1964-11-23,2024-01-06T23:25:31,False,True
193,CUST---ZA0Z00,William,Eaton,bad_email,+61 418 467 793,7 Gamble Reserve,,West Tiffanychester,NSW,8354,AU,-39.558111,134.921397,1967-11-24,2024-09-12T16:16:38,False,True
194,CUST-90AA0-A9,Edward,Bridges,philipcraig@example.com,0355922084,39/48 Smith Quad,,North Michelle,NT,2619,AU,-39.437921,125.634168,1964-11-13,2024-04-24T16:32:46,False,True
195,CUST-99Z-A900,Heidi,Robinson,shelbyleblanc@example.net,(03) 7056 9421,345 Linda Dale,,Fosterbury,NSW,2812,AU,-34.355663,123.679343,2006-10-30,2024-07-10T03:52:15,True,True
196,CUST-9A0Z--99,Anthony,King,crawfordleslie@example.org,0360587879,93/34 Denise Ridgeway,,South Ronaldview,SA,2645,AU,-42.922343,128.578814,2012-10-28,2024-03-04T16:24:08,False,True
197,CUST-9-0-A--A,Caleb,Mullen,lkelly@example.org,0459-730-025,7 Travis Circuit,,Jameston,SA,2671,AU,-42.716182,127.496223,2013-11-16,2024-11-06T11:43:04,False,True
198,CUST--ZZ00Z9-,Nicholas,Robinson,robertarussell@example.com,6389 2531,66 Howard Causeway,,Port Tammy,NSW,2626,AU,-34.644879,137.303331,1978-01-08,2024-04-17T22:43:30,False,True
199,CUST----9999-,Douglas,Silva,xrodriguez@example.net,75013400,39/802 Elizabeth Nook,,Bretthaven,QLD,2639,AU,-35.061340,133.356112,1997-11-22,2024-01-07T19:01:55,True,True
200,CUST---9ZAA9Z,Jacob,Williams,santiagomatthew@example.net,02.5703.9488,Flat 74 5 Nguyen Close,,Andradechester,VIC,2255,AU,-39.474055,136.644353,2010-05-29,2024-04-24T23:33:39,False,True
201,CUST-9Z0909A0,Sharon,Gray,pdavis@example.org,(03).9840.0830,41 Lisa Circus,,North Angela,NT,2375,AU,-34.885136,140.185163,1992-12-28,2025-01-21T21:25:20,False,True
202,CUST---A09-9Z,Kristina,Lopez,dixongreg@example.org,+61.8.0155.7893,525 Cheryl Heights,,Jonesborough,SA,2760,AU,-41.357604,118.437154,1982-11-17,2024-01-03T12:02:07,False,True
203,CUST---AZ99-A,Karen,Rangel,kdonaldson@example.com,0451.155.518,4 Tammy Tollway,,Danielchester,WA,0910,AU,-34.430123,132.824251,2005-04-26,2024-03-22T15:08:36,False,True
204,CUST--Z-ZZZZ9,Christopher,Davis,ubradley@example.net,4786 3466,9 Winters Laneway,,Jennatown,SA,8026,AU,-40.539927,121.613915,1981-11-15,2024-01-21T11:41:05,False,True
205,CUST-Z0A--A9Z,Nicholas,Cisneros,april95@example.com,+61-446-569-965,884 William Line,,West Curtisbury,WA,2930,AU,-42.074876,132.555788,1968-08-10,2024-03-26T19:35:13,False,True
206,CUST--99-9-0A,Brianna,Rice,bad_email,+61.472.334.022,3 Stanley Right Of Way,,Jordanhaven,TAS,2603,AU,-43.267520,119.119687,1982-08-07,2024-10-12T02:33:52,False,True
207,CUST-0009Z00Z,Misty,Holt,jasonwilson@example.org,+61-2-4649-8971,911 April Highroad,,East Christopher,TAS,2958,AU,-38.143920,140.035281,1966-07-06,2024-07-02T18:18:27,True,True
208,CUST-A0900-ZZ,Jeffrey,Benjamin,xlopez@example.org,+61.491.043.858,Apt. 392 09 Caldwell Edge,,Harrisshire,VIC,2956,AU,-35.505326,123.799139,1972-12-04,2024-06-01T23:35:26,False,True
209,CUST-A-A---A-,Patricia,Valenzuela,debraortega@example.net,02-5826-7454,6 Stanton Sound,,Port Erikshire,SA,5661,AU,-34.943720,146.058354,1972-10-11,2024-03-23T06:41:56,False,True
210,CUST-09---A-A,Rachel,Branch,jhowell@example.net,08-3555-2535,Suite 696 9 Cortez Ramble,,Whiteton,NT,5131,AU,-39.128096,125.234037,1971-07-03,2024-12-09T23:51:54,False,True
211,CUST-A0-Z-9Z0,Austin,Sims,paul59@example.net,0406-311-326,36 Karina Stairs,,Washingtonstad,QLD,2621,AU,-40.867852,143.426404,1999-02-15,2024-05-21T13:05:18,True,True
212,CUST-0Z-A0Z00,Timothy,Campbell,elaine92@example.com,+61.8.8878.1963,Suite 944 51 Amanda Trail,,Smithfurt,VIC,2602,AU,-35.136642,115.058495,1966-10-06,2024-01-10T18:27:56,False,True
213,CUST-AZ---0--,Joseph,Sampson,fjohnson@example.net,(02) 9456 8759,Apt. 871 24 Watson Trail,,Port Kayla,VIC,2646,AU,-38.988768,115.622161,1992-08-23,2024-09-14T00:23:08,False,True
214,CUST-9-----0-,John,Salas,billy75@example.net,0490-361-950,2 Pruitt Dell,,Brookeland,TAS,8626,AU,-41.682501,122.574285,1980-12-29,2024-01-22T07:31:42,False,True
215,CUST-0AA009ZA,Sarah,Miller,emilyhughes@example.com,(08)-6154-0697,199 Garcia Ridge,,East Danielfurt,SA,2927,AU,-37.466635,145.418763,2006-05-09,2024-05-08T13:42:06,False,True
216,CUST-A0-0-Z0Z,Jose,Nichols,elliottmelissa@example.net,80187269,363 Lisa Service Way,,North Natashashire,SA,2918,AU,-42.130943,126.488918,1970-08-13,2024-12-04T08:23:11,False,True
217,CUST-009--0A-,Aaron,Powers,walkertony@example.com,(07)54593217,060 Joseph Trail,,Gardnerfort,NSW,0802,AU,-38.873572,147.631907,1973-03-05,2024-01-29T06:03:22,False,True
218,CUST--9999-0A,Jack,Green,mayelizabeth@example.com,+61.417.908.036,32 Anne Pass,,New Rebecca,VIC,8186,AU,-39.892331,117.708485,2012-04-09,2025-01-27T06:37:19,False,True
219,CUST-09--9-AZ,Sarah,Thomas,haroldross@example.com,(03)-4964-3964,18 Gates River,,Vickieville,VIC,2703,AU,-34.906608,139.374713,1973-06-01,2024-11-06T03:30:22,False,True
220,CUST-AA9--0A-,Amy,Boyd,gjohns@example.net,03.6941.5806,54/16 Chavez Part,,Michaelmouth,SA,3798,AU,-43.565617,133.192661,1980-08-02,2024-09-03T13:52:49,False,True
221,CUST-09-0Z-A-,Mathew,Bishop,bad_email,+61 455 859 064,Suite 965 38 Bishop Quadrangle,,West Jessicaside,NSW,2999,AU,-36.563543,112.284563,2006-11-17,2024-03-01T18:55:26,True,True
222,CUST-9Z-0Z90A,Jason,Sanchez,cooperadrian@example.com,+61-2-6386-2199,Suite 628 4 Kayla Track,,South Gregory,VIC,2986,AU,-40.025459,120.147746,2009-07-13,2024-10-12T17:33:58,False,True
223,CUST-9Z-Z090Z,Kayla,Lee,freemanjeffery@example.net,08-9450-5772,3 Joshua Laneway,,South Jessechester,QLD,2899,AU,-38.916565,143.443245,2009-05-24,2024-11-10T01:53:42,False,True
224,CUST-0A0AA-A-,Michael,Ruiz,armstrongmatthew@example.org,+61.7.0796.9333,299 Rhodes Vale,,Staceyberg,QLD,2639,AU,-39.993551,138.247009,1985-09-13,2024-12-30T21:45:11,True,True
225,CUST-0-09--9A,Kristin,Smith,rebeccapacheco@example.org,0788479325,6/0 Stein End,,New Micheleton,QLD,2655,AU,-40.402600,138.200765,1974-02-15,2024-02-14T10:02:47,False,True
226,CUST-9-9A--00,Vanessa,Hudson,toddblair@example.org,+61 409 897 505,47 Robert Entrance,,Tonyaview,WA,2809,AU,-34.369429,130.190360,1996-03-28,2024-10-21T00:10:09,False,True
227,CUST-AZ--AA-Z,Lisa,Rodriguez,bradleyrobertson@example.net,+61.405.923.092,Unit 24 30 Steven Part,,East Brian,WA,2655,AU,-36.425267,150.449549,2001-03-01,2024-12-14T16:46:27,False,True
228,CUST-A0099Z-A,Mary,Peterson,aweaver@example.net,0460 764 966,7 Hansen Fairway,,Dixonfurt,NT,2099,AU,-41.366503,123.491583,1995-10-16,2024-12-10T12:27:05,True,True
229,CUST--0Z-ZZ9-,James,James,upetersen@example.org,0427 247 029,7 Sosa Corner,,Murrayland,VIC,9236,AU,-41.932214,120.110662,1982-05-27,2024-11-12T12:57:45,False,True
230,CUST-A9A0--9A,Karen,Ryan,lmartin@example.net,(08).2795.9570,98 Hoover Concourse,,Bradleyville,WA,2634,AU,-34.156053,148.640273,1985-02-21,2024-07-22T08:05:10,False,True
231,CUST-0-0ZA--0,Marcus,Robles,bad_email,0410-793-746,80 Lori Causeway,,Sosafurt,WA,3064,AU,-41.892476,135.240329,1989-03-12,2024-07-04T22:18:38,False,True
232,CUST-Z-ZZZ-0-,Daniel,Higgins,srobinson@example.org,0453 748 216,Apt. 579 73 Watkins Extension,,Jefferybury,QLD,2654,AU,-42.201108,117.245567,2011-08-31,2024-12-17T08:19:18,False,True
233,CUST-0--0--9-,Patricia,Tucker,william12@example.org,(02) 9841 4958,77 Scott Dell,,Underwoodstad,NT,2975,AU,-35.506101,132.680279,1988-04-28,2024-09-06T10:55:26,False,True
234,CUST--0A9AA-Z,George,Miller,qsmith@example.com,03.8631.4753,332 Virginia Point,,St. Rachel,WA,2983,AU,-40.396934,134.299660,1983-02-13,2024-06-25T00:43:19,False,True
235,CUST-9---9-9-,Susan,Harris,stevenochoa@example.com,95423521,Suite 049 20 Christopher Villas,,North Bethany,QLD,6146,AU,-39.530699,115.136301,1985-09-14,2024-08-25T22:59:59,False,True
236,CUST-99--00AZ,Olivia,Hernandez,tylerwilliams@example.net,7315-3210,23/566 Michael Crest,,Smithview,TAS,2630,AU,-37.946150,127.818213,1999-11-30,2025-02-03T13:13:20,False,True
237,CUST----009-A,Brian,Davis,barbara64@example.net,(08)72984208,Apt. 918 9 Coleman Bypass,,East Scott,VIC,2373,AU,-43.362076,147.147639,2009-03-15,2024-01-28T00:57:35,False,True
238,CUST-AA0-Z9A-,Craig,Clements,lbarker@example.net,03 1743 8405,2/365 Randy Approach,,East Michaelfort,WA,2693,AU,-35.614822,113.142852,1992-01-05,2024-06-15T17:20:10,False,True
239,CUST-Z-0-9---,Haley,Smith,kristinaramirez@example.org,(07) 9628 2554,979/632 Vazquez Vale,,Lake Christopherview,VIC,2939,AU,-39.183483,121.085138,1968-01-13,2024-08-14T11:12:32,False,True
240,CUST--A0AZ-ZZ,Shirley,Chapman,michael91@example.com,+61-499-833-055,5 Guzman Roads,,North Kyle,NSW,0275,AU,-38.029962,143.870695,2009-03-07,2024-07-10T06:51:56,False,True
241,CUST-990-00-9,Joseph,Zavala,lorirobinson@example.net,03.9214.6697,6 Russo Parade,,Jimmyport,NSW,2479,AU,-36.570731,144.352346,1997-01-16,2024-04-06T02:29:33,False,True
242,CUST-Z0-909-0,Brenda,Weber,kellyking@example.org,+61 3 0790 9935,2 Shannon Range,,Lake Christopherfort,VIC,2921,AU,-42.977265,122.767805,1999-05-02,2025-01-07T00:17:55,False,True
243,CUST-0ZZ0-0Z0,Tiffany,Mcdonald,bad_email,1424 2868,878 Chase Corner,,Lake Jennifer,QLD,2980,AU,-39.298532,119.687692,1982-06-08,2024-07-14T00:27:33,True,True
244,CUST--0--0A90,Christopher,Faulkner,xwheeler@example.net,02.7287.4048,Level 9 056 Patricia Vista,,Thomasberg,SA,2999,AU,-42.413886,141.129483,2009-04-21,2024-09-23T04:26:49,False,True
245,CUST--A99Z-A-,Gregory,Chavez,cindycruz@example.org,7701 3550,Level 0 1 Jackson Stairs,,Sabrinaville,TAS,9824,AU,-41.569107,150.753397,2012-02-17,2024-12-19T17:18:14,False,True
246,CUST-9A0---ZA,Erin,Johnson,tannerrebecca@example.com,+61 433 526 746,Suite 876 01 Freeman Garden,,Port Heatherport,ACT,2972,AU,-34.183243,143.542473,1991-02-27,2024-08-12T07:01:32,True,True
247,CUST-09Z-A9-0,Michele,Miller,hunterkristine@example.org,+61261301258,337/8 Mendez Tarn,,New Evelynport,SA,4030,AU,-40.763191,130.735789,2013-09-16,2024-10-10T05:50:16,True,True
248,CUST--0Z-ZZA9,Erik,Wilson,xmolina@example.org,0463.596.214,078 Robert Rise,,Haleyberg,SA,2659,AU,-43.366582,150.686526,1994-10-06,2024-04-07T19:04:50,False,True
249,CUST-AZZZ-90-,Christopher,Hays,shawn93@example.org,0450 607 453,9/9 Yates Turn,,Port Isaiah,WA,2658,AU,-41.979210,131.414811,1968-11-09,2024-01-17T20:47:23,False,True
250,CUST---ZA0Z-9,Jennifer,Blackwell,natashacampbell@example.com,07004046,065 Case Expressway,,Port Kristin,QLD,5231,AU,-35.679223,130.722366,1965-06-12,2024-07-03T20:19:00,False,True
251,CUST--Z-9ZAA9,Michael,Garcia,changthomas@example.org,3278-0745,9 Morrison Thoroughfare,,Ashleyview,ACT,2037,AU,-41.689820,127.413244,1977-04-29,2024-09-26T23:54:58,False,True
252,CUST--90-A-99,Christine,Wagner,brookenixon@example.com,+61-448-150-682,624 Ramos Courtyard,,Alexanderhaven,VIC,2663,AU,-38.953072,138.301275,2007-11-24,2024-11-03T16:07:46,False,True
253,CUST--0ZZZ990,Patrick,Humphrey,robertschristine@example.org,0405-462-573,01 Mark Drive,,Gutierrezberg,WA,2992,AU,-39.475965,150.392977,1960-01-07,2025-01-06T01:15:43,False,True
254,CUST-AZZ-Z---,John,Neal,michelle62@example.net,08-1446-4761,976 Fuentes Highway,,Laraside,VIC,2476,AU,-42.438929,122.599527,2012-03-24,2024-05-07T08:28:59,False,True
255,CUST-A9--9-0Z,Holly,Mcgee,bad_email,0428.706.468,28 William Place,,Lauraland,NT,0999,AU,-35.916588,127.261844,1965-01-06,2025-01-29T12:10:29,False,True
256,CUST--9A99-0A,Vickie,Robinson,bishopana@example.net,(08) 4623 2263,052 Jennifer Quay,,Shawnstad,VIC,0802,AU,-37.022313,118.127899,1995-03-31,2024-08-16T21:40:05,False,True
257,CUST-ZAZ00--0,George,Cooper,jordanclark@example.com,9727.3837,05/03 Johnson Link,,New Alyssaville,SA,2910,AU,-42.696248,117.394831,2010-03-06,2024-04-11T17:45:44,False,True
258,CUST-Z-----9A,Jerry,Cantrell,atkinstommy@example.org,(03)96227452,592 Patricia Centreway,,Turnerfort,NSW,2951,AU,-40.516921,124.829535,2013-04-12,2024-12-01T00:52:52,False,True
259,CUST--A-Z-00-,Jennifer,Ali,jwilliams@example.org,1397 1661,0 Scott Parkway,,Jonathanberg,SA,2595,AU,-37.789976,117.907083,1985-10-22,2024-01-08T12:29:53,False,True
260,CUST-009-A--Z,April,Medina,oobrien@example.org,+61 3 1763 9769,973/847 Shaw Ronde,,South Rodney,ACT,2693,AU,-37.317394,127.064267,2007-04-06,2024-01-23T09:18:03,False,True
261,CUST-0-A9AZ9A,Ivan,Bennett,martinterry@example.net,+61-457-780-567,Unit 04 3 Daisy Corner,,Davisport,VIC,2629,AU,-37.505889,121.246745,1994-02-25,2024-09-17T03:37:35,False,True
262,CUST-0--A----,Anthony,Park,larry59@example.org,+61.470.110.295,Apt. 281 418 Mark Strip,,East Dannyport,TAS,2604,AU,-42.429947,125.871196,1991-07-28,2024-06-30T22:45:50,False,True
263,CUST-0--9AAZZ,Laurie,Wall,bad_email,(08).5958.4992,48 Rodriguez Parklands,,East Lauren,NT,0226,AU,-40.177929,150.424228,1980-05-27,2024-08-01T08:45:04,False,True
